id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
66565914,,10000.0,10000.0,10000.0, 36 months,16.55,354.3,D,D2,BFS Operator,5 years,OWN,34424.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66565914,,debt_consolidation,Debt consolidation,129xx,NY,32.13,0.0,Nov-2001,680.0,684.0,2.0,,,34.0,0.0,28516.0,29.5,50.0,w,0.0,0.0,10980.81,10980.81,10000.0,980.81,0.0,0.0,0.0,Aug-2016,8509.9,,Mar-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,45566.0,,,,,,,,,,,,96600.0,,,,13.0,1424.0,54272.0,33.7,0.0,0.0,69.0,169.0,1.0,1.0,0.0,5.0,,0.0,,0.0,13.0,15.0,19.0,26.0,5.0,32.0,45.0,15.0,34.0,0.0,0.0,0.0,7.0,100.0,21.1,0.0,0.0,116250.0,45566.0,81900.0,19650.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66424287,,7225.0,7225.0,7225.0, 36 months,11.99,239.94,C,C1,Senior Coordinaor,10+ years,MORTGAGE,72000.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66424287,,debt_consolidation,Debt consolidation,014xx,MA,23.7,0.0,Mar-2003,665.0,669.0,2.0,65.0,59.0,14.0,1.0,18141.0,72.9,36.0,w,0.0,0.0,5248.18,5248.18,3693.19,1112.43,0.0,442.56,79.6608,Aug-2017,239.94,,Mar-2019,534.0,530.0,0.0,65.0,1.0,Individual,,,,0.0,0.0,231873.0,,,,,,,,,,,,24900.0,,,,7.0,17836.0,1683.0,90.2,0.0,0.0,147.0,153.0,0.0,0.0,4.0,8.0,65.0,0.0,65.0,1.0,4.0,9.0,4.0,15.0,5.0,11.0,27.0,9.0,13.0,0.0,0.0,0.0,5.0,96.9,100.0,1.0,0.0,267738.0,48236.0,17100.0,34838.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66544202,,5000.0,5000.0,5000.0, 36 months,9.17,159.4,B,B2,Plumbing mechanic,1 year,RENT,82000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66544202,,credit_card,Credit card refinancing,103xx,NY,12.89,0.0,Feb-2001,785.0,789.0,0.0,,,16.0,0.0,3337.0,13.3,23.0,f,0.0,0.0,5440.3598761894,5440.36,5000.0,440.36,0.0,0.0,0.0,Jan-2017,3532.65,,Mar-2019,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,36364.0,,,,,,,,,,,,25100.0,,,,3.0,2273.0,9576.0,23.4,0.0,0.0,142.0,178.0,24.0,7.0,0.0,24.0,,16.0,,0.0,3.0,3.0,6.0,7.0,3.0,15.0,20.0,4.0,16.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,60100.0,36364.0,12500.0,35000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66583332,,3200.0,3200.0,3200.0, 36 months,23.99,125.53,F,F3,donor service,8 years,RENT,30000.0,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66583332,,medical,Medical expenses,720xx,AR,20.52,0.0,Apr-2006,675.0,679.0,3.0,,81.0,23.0,1.0,1330.0,44.3,28.0,f,0.0,0.0,1176.46,1176.46,457.62,423.22,0.0,295.62,53.2116,Jul-2016,125.53,,Feb-2017,539.0,535.0,0.0,,1.0,Individual,,,,0.0,90.0,62317.0,,,,,,,,,,,,3000.0,,,,9.0,2709.0,48.0,94.0,0.0,0.0,116.0,14.0,1.0,1.0,0.0,9.0,,1.0,,0.0,2.0,4.0,2.0,2.0,23.0,5.0,5.0,4.0,23.0,0.0,0.0,0.0,6.0,100.0,100.0,0.0,1.0,63296.0,62317.0,800.0,60296.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66443534,,8000.0,8000.0,8000.0, 36 months,8.38,252.1,B,B1,Registered Nurse ,8 years,MORTGAGE,55000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66443534,,debt_consolidation,Debt consolidation,557xx,MN,13.0,0.0,Mar-2005,760.0,764.0,0.0,48.0,,14.0,0.0,3556.0,19.0,30.0,f,0.0,0.0,9082.9662008839,9082.97,8000.0,1082.97,0.0,0.0,0.0,Nov-2018,502.58,,Nov-2018,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,86569.0,,,,,,,,,,,,18700.0,,,,2.0,6659.0,4744.0,12.1,0.0,0.0,129.0,126.0,11.0,11.0,3.0,60.0,,14.0,48.0,0.0,2.0,3.0,2.0,2.0,17.0,7.0,10.0,3.0,14.0,0.0,0.0,0.0,2.0,96.7,0.0,0.0,0.0,115197.0,28230.0,5400.0,34357.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66300262,,11200.0,11200.0,11200.0, 36 months,10.64,364.77,B,B4,Administrator,10+ years,MORTGAGE,82000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66300262,,debt_consolidation,Debt consolidation,940xx,CA,8.24,0.0,May-1994,805.0,809.0,2.0,,,12.0,0.0,4336.0,6.8,21.0,w,0.0,0.0,12026.14,12026.14,11200.0,826.14,0.0,0.0,0.0,Sep-2016,8821.22,,Oct-2016,824.0,820.0,0.0,,1.0,Individual,,,,0.0,0.0,577472.0,,,,,,,,,,,,63700.0,,,,3.0,48123.0,51164.0,7.8,0.0,0.0,156.0,258.0,16.0,9.0,5.0,16.0,,2.0,,0.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,703239.0,11810.0,55500.0,17000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66472066,,18000.0,18000.0,18000.0, 36 months,8.38,567.22,B,B1,"Director, Premium Hosting",4 years,MORTGAGE,130000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66472066,,debt_consolidation,Debt consolidation,853xx,AZ,16.8,0.0,Apr-1982,705.0,709.0,1.0,59.0,,9.0,0.0,5729.0,35.1,18.0,f,0.0,0.0,20292.3969479294,20292.4,18000.0,2292.4,0.0,0.0,0.0,Apr-2018,4985.84,,Dec-2018,719.0,715.0,0.0,59.0,1.0,Individual,,,,0.0,0.0,451505.0,,,,,,,,,,,,16300.0,,,,4.0,56438.0,2971.0,65.9,0.0,0.0,143.0,404.0,184.0,9.0,5.0,404.0,60.0,2.0,60.0,1.0,1.0,1.0,2.0,4.0,7.0,3.0,5.0,1.0,9.0,0.0,0.0,0.0,1.0,83.3,0.0,0.0,0.0,502656.0,52578.0,8700.0,32000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
65644587,,24000.0,24000.0,24000.0, 60 months,8.38,491.01,B,B1,Criminalist,10+ years,MORTGAGE,135000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65644587,,credit_card,Credit card refinancing,920xx,CA,16.46,0.0,Jun-1999,725.0,729.0,0.0,,,19.0,0.0,43447.0,49.7,35.0,f,9559.82,9559.82,19210.84,19210.84,14440.18,4770.66,0.0,0.0,0.0,Mar-2019,491.01,Apr-2019,Sep-2017,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,490070.0,,,,,,,,,,,,87400.0,,,,3.0,25793.0,30841.0,57.3,0.0,0.0,122.0,198.0,17.0,5.0,4.0,17.0,,5.0,,0.0,6.0,7.0,8.0,12.0,7.0,13.0,24.0,8.0,19.0,0.0,0.0,0.0,1.0,100.0,12.5,0.0,0.0,583541.0,121392.0,72300.0,91141.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66581517,,8000.0,8000.0,8000.0, 36 months,9.17,255.04,B,B2,Court Clerk,10+ years,MORTGAGE,40000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66581517,,debt_consolidation,Debt consolidation,853xx,AZ,32.7,0.0,Dec-1999,790.0,794.0,0.0,,,16.0,0.0,3338.0,10.3,36.0,f,0.0,0.0,2422.88,2422.88,1501.98,276.2,0.0,644.7,116.046,May-2016,510.08,,Dec-2016,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,165052.0,,,,,,,,,,,,32500.0,,,,10.0,15005.0,12187.0,18.8,0.0,0.0,125.0,192.0,1.0,1.0,4.0,17.0,,8.0,,0.0,1.0,2.0,6.0,8.0,11.0,11.0,21.0,2.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,209615.0,53317.0,15000.0,54823.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66260944,,15000.0,15000.0,15000.0, 36 months,9.76,482.32,B,B3,Registered Nurse,10+ years,RENT,54000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66260944,,debt_consolidation,Debt consolidation,441xx,OH,19.4,0.0,Sep-2001,695.0,699.0,0.0,,,10.0,0.0,17194.0,45.2,30.0,w,0.0,0.0,16722.197527824,16722.2,15000.0,1722.2,0.0,0.0,0.0,Jun-2017,8539.03,,Jun-2017,729.0,725.0,1.0,,1.0,Individual,,,,0.0,91.0,37040.0,,,,,,,,,,,,38000.0,,,,3.0,3704.0,14118.0,53.4,0.0,0.0,171.0,129.0,13.0,13.0,0.0,13.0,,13.0,,0.0,4.0,6.0,5.0,11.0,14.0,7.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,64897.0,37040.0,30300.0,26897.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66300675,,7500.0,7500.0,7500.0, 36 months,10.64,244.27,B,B4,Assoc. Director Academic Resources Ops,9 years,RENT,120730.0,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66300675,,credit_card,Credit card refinancing,775xx,TX,10.11,0.0,Feb-1973,665.0,669.0,2.0,25.0,,10.0,0.0,6890.0,75.7,28.0,w,0.0,0.0,4026.78,4026.78,2637.43,777.92,0.0,611.43,110.0574,Feb-2017,244.27,,Aug-2017,599.0,595.0,0.0,71.0,1.0,Individual,,,,0.0,5941.0,148192.0,,,,,,,,,,,,9100.0,,,,9.0,14819.0,710.0,90.7,0.0,0.0,279.0,513.0,4.0,4.0,4.0,4.0,,1.0,71.0,1.0,6.0,6.0,6.0,10.0,7.0,7.0,17.0,6.0,10.0,0.0,0.0,0.0,3.0,92.6,83.3,0.0,0.0,174193.0,32813.0,7600.0,31093.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66240272,,25000.0,25000.0,25000.0, 36 months,9.76,803.87,B,B3,"Director, Sales Engineering",3 years,MORTGAGE,135000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66240272,,credit_card,Credit card refinancing,333xx,FL,10.16,0.0,Oct-1989,670.0,674.0,0.0,53.0,,8.0,0.0,40343.0,95.4,19.0,w,0.0,0.0,27179.8412260582,27179.84,25000.0,2179.84,0.0,0.0,0.0,Dec-2016,18289.83,,Dec-2016,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,390353.0,,,,,,,,,,,,42300.0,,,,1.0,55765.0,1957.0,95.4,0.0,0.0,101.0,311.0,35.0,5.0,3.0,35.0,,7.0,,0.0,4.0,4.0,6.0,11.0,3.0,6.0,12.0,4.0,8.0,0.0,0.0,0.0,1.0,94.4,80.0,0.0,0.0,404066.0,42846.0,42300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
